league,first,trophySelector,colour,sport,championship,trophy,month,nextStep,prevStep,whereToNext,whereToPrev,yearFirst,year,number,date,note,t1,t1loc,t1coord,t2,t2loc,t2coord,t3,t3loc,t3coord,t4,t4loc,t4coord
NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,step841,step828,893,762,,2005,840,12/1/2005,,University of Portland,"Portland, Oregon","[-122.6764815, 45.5230622]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]",Florida State University,"Tallahassee, Florida","[-84.2807328999999, 30.4382559]",Penn State University,"Centre Country, Pennsylvania","[-77.8367282, 40.8765649]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step854,step828,893,762,2006,2006,841,1/1/2006,BCS,University of Texas,"Austin, Texas","[-97.7430608, 30.267153]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,step854,step841,893,762,,2006,842,1/1/2006,,Appalachian State University,"Boone, North Carolina","[-81.6745517, 36.216795]",University of Northern Iowa,"Cedar Falls, Iowa","[-92.4453161, 42.5348993]",,,,,,
NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,February,step854,step841,893,762,,2006,843,2/1/2006,,Pittsburgh Steelers,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]",Seattle Seahawks,"Seattle, Washington","[-122.3320708, 47.6062095]",Denver Broncos,"Denver, Colorado","[-104.990251, 39.7392358]",Carolina Panthers,"Charlotte, North Carolina","[-80.8431267, 35.2270869]"
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step854,step841,893,762,,2006,844,3/1/2006,,University of Florida,"Gainesville, Florida","[-82.3248261999999, 29.6516344]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]",George Mason University,"Fairfax, Virginia","[-77.3063732999999, 38.8462235999999]",Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Larry O'Brien Championshop Trophy,April,step854,step841,893,762,,2006,845,4/1/2006,,Miami Heat,"Miami, Florida","[-80.1917902, 25.7616798]",Dallas Mavericks,"Dallas, Texas","[-96.7969878999999, 32.7766642]",Detroit Pistons,"Detroit, Michigan","[-83.0457538, 42.331427]",Phoenix Suns,"Phoenix, Arizona","[-112.0740373, 33.4483771]"
NCAA D1 - Women,FALSE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,step854,step841,893,762,,2006,846,4/1/2006,,University of Maryland,"College Park, Maryland","[-76.93776, 38.9896967]",Duke University,"Durham, North Carolina","[-78.898619, 35.9940329]",University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step854,step841,893,762,,2006,847,6/1/2006,,Oregon State University,"Corvallis, Oregon","[-123.2620435, 44.5645659]",University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]","California State University, Fullerton","Fullerton, California","[-117.9242123, 33.8703645]",Rice University,"Houston, Texas","[-95.3698028, 29.7604267]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,June,step854,step841,893,762,,2006,848,6/1/2006,,Carolina Hurricanes,"Raleigh, North Carolina","[-78.6381787, 35.7795897]",Edmonton Oilers,"Edmonton, Alberta","[-113.4909267, 53.544389]",Mighty Ducks of Anaheim,"Los Angeles, California","[-118.2436849, 34.0522342]",Buffalo Sabres,"Buffalo, New York","[-78.8783689, 42.8864467999999]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step854,step841,893,762,,2006,849,10/1/2006,,St Louis Cardinals,"St Louis, Missouri","[-90.1994041999999, 38.6270025]",Detroit Tigers,"Detroit, Michigan","[-83.0457538, 42.331427]",Oakland Athletics,"Oakland, California","[-122.2711137, 37.8043637]",New York Mets,"New York, New York","[-74.0059728, 40.7127753]"
MLS,FALSE,trophy-MLS,#fdc086,soccer,MLS Cup,Alan I. Rothenberg Trophy,November,step854,step841,893,762,,2006,850,11/1/2006,,Houston Dynamo,"Houston, Texas","[-95.3698028, 29.7604267]",New England Revolution,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Colorado Rapids,"Denver, Ontario","[-104.730829, 39.593928]",D.C. United,"Washington, DC","[-77.0368707, 38.9071923]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step854,step841,893,762,,2006,851,11/1/2006,,BC Lions,"Vancouver, British Columbia","[-123.1207375, 49.2827291]",Montreal Alouettes,"Montreal, Quebec","[-73.567256, 45.5016889]",Saskatchewan Roughriders,"Regina, Saskatchewan","[-104.6188943, 50.4452112]",Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]"
NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,step854,step841,893,762,,2006,852,12/1/2006,,University of Nebraska,"Lincoln, Nebraska","[-96.7025955, 40.813616]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]",University of Washington,"Seattle, Washington","[-122.3320708, 47.6062095]"
NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,step854,step841,893,762,,2006,853,12/1/2006,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",University of Notre Dame,"Notre Dame, Indiana","[-86.2379328, 41.7001908]",Florida State University,"Tallahassee, Florida","[-84.2807328999999, 30.4382559]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step867,step841,893,762,2007,2007,854,1/1/2007,BCS,University of Florida,"Gainesville, Florida","[-82.3248261999999, 29.6516344]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,step867,step854,893,762,,2007,855,1/1/2007,,Appalachian State University,"Boone, North Carolina","[-81.6745517, 36.216795]",University of Massachusetts,"Amherst, Massachusetts","[-72.5198537, 42.3732216]",,,,,,
NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,February,step867,step854,893,762,,2007,856,2/1/2007,,Indianapolis Colts,"Indianapolis, Indiana","[-86.158068, 39.768403]",Chicago Bears,"Chicago, Illinois","[-87.6297982, 41.8781136]",New England Patriots,"Boston, Massachusetts","[-71.0588801, 42.3600825]",New Orleans Saints,"New Orleans, Louisiana","[-90.0715323, 29.9510657999999]"
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step867,step854,893,762,,2007,857,3/1/2007,,University of Florida,"Gainesville, Florida","[-82.3248261999999, 29.6516344]",Ohio State University,"Columbus, Ohio","[-82.9987941999999, 39.9611755]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]",Georgetown University,"Washington, DC","[-77.0368707, 38.9071923]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Larry O'Brien Championshop Trophy,April,step867,step854,893,762,,2007,858,4/1/2007,,San Antonio Spurs,"San Antonio, Texas","[-98.4936281999999, 29.4241219]",Cleveland Cavaliers,"Cleveland, Ohio","[-81.6943605, 41.49932]",Detroit Pistons,"Detroit, Michigan","[-83.0457538, 42.331427]",Utah Jazz,"Salt Lake City, Utah","[-111.8910474, 40.7607793]"
NCAA D1 - Women,FALSE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,step867,step854,893,762,,2007,859,4/1/2007,,University of Tennessee,"Knoxville, Tennessee","[-83.9207392, 35.9606384]",Rutgers University,"New Brunswick, New Jersey","[-74.4518188, 40.4862157]",University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step867,step854,893,762,,2007,860,6/1/2007,,Oregon State University,"Corvallis, Oregon","[-123.2620435, 44.5645659]",University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",University of California-Irvine,"Irvine, California","[-117.8265049, 33.6845673]",Rice University,"Houston, Texas","[-95.3698028, 29.7604267]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,June,step867,step854,893,762,,2007,861,6/1/2007,,Anaheim Ducks,"Los Angeles, California","[-118.2436849, 34.0522342]",Ottawa Senators,"Ottawa, Ontario","[-75.6971930999999, 45.4215296]",Detroit Red Wings,"Detroit, Michigan","[-83.0457538, 42.331427]",Buffalo Sabres,"Buffalo, New York","[-78.8783689, 42.8864467999999]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step867,step854,893,762,,2007,862,10/1/2007,,Boston Red Sox,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Colorado Rockies,"Denver, Colorado","[-104.990251, 39.7392358]",Cleveland Indians,"Cleveland, Ohio","[-81.6943605, 41.49932]",Arizona Diamondbacks,"Phoenix, Arizona","[-112.0740373, 33.4483771]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step867,step854,893,762,,2007,863,11/1/2007,,Saskatchewan Roughriders,"Regina, Saskatchewan","[-104.6188943, 50.4452112]",Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]",BC Lions,"Vancouver, British Columbia","[-123.1207375, 49.2827291]"
MLS,FALSE,trophy-MLS,#fdc086,soccer,MLS Cup,Alan I. Rothenberg Trophy,November,step867,step854,893,762,,2007,864,11/1/2007,,Houston Dynamo,"Houston, Texas","[-95.3698028, 29.7604267]",New England Revolution,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Kansas City Wizards,"Kansas City, Missouri","[-94.5785667, 39.0997265]",Chicago Fire,"Chicago, Illinois","[-87.6297982, 41.8781136]"
NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,step867,step854,893,762,,2007,865,12/1/2007,,University of South Carolina,"Columbia, South Carolina","[-81.0348144, 34.0007104]",Florida State University,"Tallahassee, Florida","[-84.2807328999999, 30.4382559]",University of Notre Dame,"Notre Dame, Indiana","[-86.2379328, 41.7001908]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]"
NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,step867,step854,893,762,,2007,866,12/1/2007,,Penn State University,"Centre Country, Pennsylvania","[-77.8367282, 40.8765649]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",University of California,"Berkeley, California","[-122.272747, 37.8715926]",University of South Carolina,"Columbia, South Carolina","[-81.0348144, 34.0007104]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step880,step854,893,762,2008,2008,867,1/1/2008,BCS,Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,step880,step867,893,762,,2008,868,1/1/2008,,Appalachian State University,"Boone, North Carolina","[-81.6745517, 36.216795]",University of Delaware,"Newark, Delaware","[-75.7496572, 39.6837226]",,,,,,
NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,February,step880,step867,893,762,,2008,869,2/1/2008,,New York Giants,"New York, New York","[-74.0059728, 40.7127753]",New England Patriots,"Boston, Massachusetts","[-71.0588801, 42.3600825]",San Diego Chargers,"San Diego, California","[-117.1610838, 32.715738]",Green Bay Packers,"Green Bay, Wisconsin","[-88.0132958, 44.5133188]"
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step880,step867,893,762,,2008,870,3/1/2008,,University of Kansas,"Lawrence, Kansas","[-95.2352501, 38.9716689]",,,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Larry O'Brien Championshop Trophy,April,step880,step867,893,762,,2008,871,4/1/2008,,Boston Celtics,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Los Angeles Lakers,"Los Angeles, California","[-118.2436849, 34.0522342]",Detroit Pistons,"Detroit, Michigan","[-83.0457538, 42.331427]",San Antonio Spurs,"San Antonio, Texas","[-98.4936281999999, 29.4241219]"
NCAA D1 - Women,FALSE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,step880,step867,893,762,,2008,872,4/1/2008,,University of Tennessee,"Knoxville, Tennessee","[-83.9207392, 35.9606384]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]",University of Connecticut,"Mansfield, Connecticut","[-72.2292913, 41.788489]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,June,step880,step867,893,762,,2008,873,6/1/2008,,Detroit Red Wings,"Detroit, Michigan","[-83.0457538, 42.331427]",Pittsburgh Penguins,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]",Dallas Stars,"Dallas, Texas","[-96.7969878999999, 32.7766642]",Philadelphia Flyers,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step880,step867,893,762,,2008,874,6/1/2008,,Fresno State,"Fresno, California","[-119.7871247, 36.7377981]",University of Georgia,"Athens, Georgia","[-83.357567, 33.9519347]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step880,step867,893,762,,2008,875,10/1/2008,,Philadelphia Philles,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Tampa Bay Rays,"Tampa, Florida","[-82.4571776, 27.950575]",Boston Red Sox,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Los Angeles Dodgers,"Los Angeles, California","[-118.2436849, 34.0522342]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step880,step867,893,762,,2008,876,11/1/2008,,Calgary Stampeders,"Calgary, Alberta","[-114.0708459, 51.0486151]",Montreal Alouettes,"Montreal, Quebec","[-73.567256, 45.5016889]",Edmonton Eskimos,"Edmonton, Alberta","[-113.4909267, 53.544389]",BC Lions,"Vancouver, British Columbia","[-123.1207375, 49.2827291]"
MLS,FALSE,trophy-MLS,#fdc086,soccer,MLS Cup,Philip F. Anschutz Trophy,November,step880,step867,893,762,,2008,877,11/1/2008,,Columbus Crew,"Columbus, Ohio","[-82.9987941999999, 39.9611755]",New York Red Bulls,"New York, New York","[-74.0059728, 40.7127753]",Real Salt Lake,"Salt Lake City, Utah","[-111.8910474, 40.7607793]",Chicago Fire,"Chicago, Illinois","[-87.6297982, 41.8781136]"
NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,step880,step867,893,762,,2008,878,12/1/2008,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",University of Notre Dame,"Notre Dame, Indiana","[-86.2379328, 41.7001908]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]"
NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,step880,step867,893,762,,2008,879,12/1/2008,,Penn State University,"Centre Country, Pennsylvania","[-77.8367282, 40.8765649]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",University of Nebraska,"Lincoln, Nebraska","[-96.7025955, 40.813616]",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step893,step867,893,762,2009,2009,880,1/1/2009,BCS,University of Florida,"Gainesville, Florida","[-82.3248261999999, 29.6516344]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,step893,step880,893,762,,2009,881,1/1/2009,,University of Richmond,"Richmond, Virginia","[-77.4360481, 37.5407246]",University of Montana,"Dillon, Montana","[-112.6389244, 45.2166323999999]",,,,,,
NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,February,step893,step880,893,762,,2009,882,2/1/2009,,Pittsburgh Steelers,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]",Arizona Cardinals,"Phoenix, Arizona","[-112.0740373, 33.4483771]",Baltimore Colts,"Baltimore, Maryland","[-76.6121893, 39.2903848]",Philadelphia Eagles,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step893,step880,893,762,,2009,883,3/1/2009,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",Michigan State University,"East Lansing, Michigan","[-84.4838654, 42.7369792]",Villanova University,"Villanova, Pennsylvania","[-75.3491813, 40.0375832]",University of Connecticut,"Mansfield, Connecticut","[-72.2292913, 41.788489]"
NCAA D1 - Women,FALSE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,step893,step880,893,762,,2009,884,4/1/2009,,University of Connecticut,"Mansfield, Connecticut","[-72.2292913, 41.788489]",University of Louisville,"Louisville, Kentucky","[-85.7584557, 38.2526647]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",University of Oklahama,"Norman, Oklahoma","[-97.4394777, 35.2225668]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Larry O'Brien Championshop Trophy,April,step893,step880,893,762,,2009,885,4/1/2009,,Los Angeles Lakers,"Los Angeles, California","[-118.2436849, 34.0522342]",Orlando Magic,"Orlando, Florida","[-81.3792365, 28.5383355]",Cleveland Cavaliers,"Cleveland, Ohio","[-81.6943605, 41.49932]",Denver Nuggets,"Denver, Colorado","[-104.990251, 39.7392358]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step893,step880,893,762,,2009,886,6/1/2009,,Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]",University of Arkansas,"Fayetteville, Arkansas","[-94.1718542, 36.082156]",Arizona State University,"Tempe, Arizona","[-111.9400054, 33.4255104]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,June,step893,step880,893,762,,2009,887,6/1/2009,,Pittsburgh Penguins,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]",Detroit Red Wings,"Detroit, Michigan","[-83.0457538, 42.331427]",Chicago Blackhawks,"Chicago, Illinois","[-87.6297982, 41.8781136]",Carolina Hurricanes,"Raleigh, North Carolina","[-78.6381787, 35.7795897]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step893,step880,893,762,,2009,888,10/1/2009,,New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",Philadelphia Phillies,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Los Angeles Angels of Anaheim,"Los Angeles, California","[-118.2436849, 34.0522342]",Los Angeles Dodgers,"Los Angeles, California","[-118.2436849, 34.0522342]"
MLS,FALSE,trophy-MLS,#fdc086,soccer,MLS Cup,Philip F. Anschutz Trophy,November,step893,step880,893,762,,2009,889,11/1/2009,,Real Salt Lake,"Salt Lake City, Utah","[-111.8910474, 40.7607793]",Los Angeles Galaxy,"Los Angeles, California","[-118.2436849, 34.0522342]",Chicago Fire,"Chicago, Illinois","[-87.6297982, 41.8781136]",Houston Dynamo,"Houston, Texas","[-95.3698028, 29.7604267]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step893,step880,893,762,,2009,890,11/1/2009,,Montreal Alouettes,"Montreal, Quebec","[-73.567256, 45.5016889]",Saskatchewan Roughriders,"Regina, Saskatchewan","[-104.6188943, 50.4452112]",BC Lions,"Vancouver, British Columbia","[-123.1207375, 49.2827291]",Calgary Stampeders,"Calgary, Alberta","[-114.0708459, 51.0486151]"
NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,step893,step880,893,762,,2009,891,12/1/2009,,Penn State University,"Centre Country, Pennsylvania","[-77.8367282, 40.8765649]",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]",University of Hawaii,"Honolulu, Hawaii","[-157.8583333, 21.3069444]",University of Minnesota,"Minneapolis, Minnesota","[-93.2650108, 44.977753]"
NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,step893,step880,893,762,,2009,892,12/1/2009,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",University of Notre Dame,"Notre Dame, Indiana","[-86.2379328, 41.7001908]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,step906,step880,1001,893,2010,2010,893,1/1/2010,,Villanova University,"Villanova, Pennsylvania","[-75.3491813, 40.0375832]",University of Montana,"Dillon, Montana","[-112.6389244, 45.2166323999999]",,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,February,step906,step893,1001,893,,2010,894,2/1/2010,BCS,University of Alabama,"Tuscaloosa, Alabama","[-87.5691734999999, 33.2098407]",,,,,,,,,
NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,February,step906,step893,1001,893,,2010,895,2/1/2010,,New Orleans Saints,"New Orleans, Louisiana","[-90.0715323, 29.9510657999999]",Indianapolis Colts,"Indianapolis, Indiana","[-86.158068, 39.768403]",New York Jets,"New York, New York","[-74.0059728, 40.7127753]",Minnesota Vikings,"Minneapolis, Minnesota","[-93.2650108, 44.977753]"
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step906,step893,1001,893,,2010,896,3/1/2010,,Duke University,"Durham, North Carolina","[-78.898619, 35.9940329]",Butler University,"Indianapolis, Indiana","[-86.158068, 39.768403]",West Virginia University,"Morgantown, West Virginia","[-79.9558967999999, 39.629526]",Michigan State University,"East Lansing, Michigan","[-84.4838654, 42.7369792]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Larry O'Brien Championshop Trophy,April,step906,step893,1001,893,,2010,897,4/1/2010,,Los Angeles Lakers,"Los Angeles, California","[-118.2436849, 34.0522342]",Boston Celtics,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Orlando Magic,"Orlando, Florida","[-81.3792365, 28.5383355]",Phoenix Suns,"Phoenix, Arizona","[-112.0740373, 33.4483771]"
NCAA D1 - Women,FALSE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,step906,step893,1001,893,,2010,898,4/1/2010,,University of Connecticut,"Mansfield, Connecticut","[-72.2292913, 41.788489]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",Baylor University,"Waco, Texas","[-97.1466695, 31.549333]",University of Oklahama,"Norman, Oklahoma","[-97.4394777, 35.2225668]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,June,step906,step893,1001,893,,2010,899,6/1/2010,,Chicago Blackhawks,"Chicago, Illinois","[-87.6297982, 41.8781136]",Philadelphia Flyers,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",San Jose Sharks,"San Jose, California","[-121.8863286, 37.3382082]",Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step906,step893,1001,893,,2010,900,6/1/2010,,University of South Carolina,"Columbia, South Carolina","[-81.0348144, 34.0007104]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]",Texas Christian University,"Fort Worth, Texas","[-97.3307658, 32.7554883]",Clemson University,"Clemson, South Carolina","[-82.8373654, 34.6834382]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step906,step893,1001,893,,2010,901,10/1/2010,,San Francisco Giants,"San Francisco, California","[-122.4194155, 37.7749295]",Texas Rangers,"Arlington, Texas","[-97.1080655999999, 32.735687]",New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",Philadelphia Phillies,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
MLS,FALSE,trophy-MLS,#fdc086,soccer,MLS Cup,Philip F. Anschutz Trophy,November,step906,step893,1001,893,,2010,902,11/1/2010,,Colorado Rapids,"Denver, Ontario","[-104.730829, 39.593928]",FC Dallas,"Dallas, Texas","[-96.7969878999999, 32.7766642]",Los Angeles Galaxy,"Los Angeles, California","[-118.2436849, 34.0522342]",San Jose Earthquakes,"San Jose, California","[-121.8863286, 37.3382082]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step906,step893,1001,893,,2010,903,11/1/2010,,Montreal Alouettes,"Montreal, Quebec","[-73.567256, 45.5016889]",Saskatchewan Roughriders,"Regina, Saskatchewan","[-104.6188943, 50.4452112]",Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]",Calgary Stampeders,"Calgary, Alberta","[-114.0708459, 51.0486151]"
NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,step906,step893,1001,893,,2010,904,12/1/2010,,University of Notre Dame,"Notre Dame, Indiana","[-86.2379328, 41.7001908]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",Boston College,"Newton, Massachusetts","[-71.2092213999999, 42.3370413]",Ohio State University,"Columbus, Ohio","[-82.9987941999999, 39.9611755]"
NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,step906,step893,1001,893,,2010,905,12/1/2010,,Penn State University,"Centre Country, Pennsylvania","[-77.8367282, 40.8765649]",University of California,"Berkeley, California","[-122.272747, 37.8715926]",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]",University of South Carolina,"Columbia, South Carolina","[-81.0348144, 34.0007104]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,step919,step893,1001,893,2011,2011,906,1/1/2011,,Eastern Washington University,"Cheney, Washington","[-117.5757622, 47.4873895]",University of Delaware,"Newark, Delaware","[-75.7496572, 39.6837226]",,,,,,
